date/time,settlement id,type,order id,sku,description,quantity,marketplace,account type,fulfillment,order city,order state,order postal,tax collection model,product sales,product sales tax,shipping credits,shipping credits tax,gift wrap credits,giftwrap credits tax,Regulatory Fee,Tax On Regulatory Fee,promotional rebates,promotional rebates tax,marketplace withheld tax,selling fees,fba fees,other transaction fees,other,total
"Feb 1, 2025 12:14:30 AM PST",22840809351,Order,112-4732441-0388220,hook01-white,"KEOAMG Over The Door Hooks, Over The Door Towel Rack for Bathroom, Sturdy Over The Door Hanger, Door Hanger Hook, Door Hooks for Hanging Clothes, Coat",1,amazon.com,Standard Orders,Amazon,JACKSONVILLE,OR,97530,,16.99,0,0,0,0,0,0,0,-0.85,0,0,-2.42,-5.77,0,0,7.95
"Feb 1, 2025 12:16:52 AM PST",22840809351,Order,111-9850194-7010638,T-tie-red01,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts,",1,amazon.com,Standard Orders,Amazon,KAUKAUNA,WI,54130,MarketplaceFacilitator,6.99,0.38,1.4,0,0,0,0,0,-1.4,0,-0.38,-1.05,-2.47,0,0,3.47
"Feb 1, 2025 12:44:59 AM PST",22840809351,Order,112-3248327-6656227,hook01,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, To",1,amazon.com,Standard Orders,Amazon,LEBANON,IN,46052,MarketplaceFacilitator,12.99,0.91,0,0,0,0,0,0,0,0,-0.91,-1.95,-5.77,0,0,5.27
"Feb 1, 2025 12:46:44 AM PST",22840809351,Order,112-1792784-0997848,hook01,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, To",1,amazon.com,Standard Orders,Amazon,CYPRESS,CA,90630,MarketplaceFacilitator,12.99,1.01,0.99,0,0,0,0,0,-0.99,0,-1.01,-1.95,-5.77,0,0,5.27
"Feb 1, 2025 12:54:31 AM PST",22840809351,Order,114-6034244-4517801,hook02,"KEOAMG 2 Pack Foldable Over The Door Hanger, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over The Door Hooks for Hanging Cl",1,amazon.com,Standard Orders,Amazon,BELLINGHAM,WA,98225,MarketplaceFacilitator,19.99,1.8,0,0,0,0,0,0,0,0,-1.8,-3,-6.05,0,0,10.94
"Feb 1, 2025 1:14:09 AM PST",22840809351,Order,114-9093526-9566665,hook01,"KEOAMG Over The Door Hooks, No Assembly Required Door Hanger Hook, Sturdy Over The Door Coat Rack, Over Door Hanger Door Hooks for Hanging Clothes, To",1,amazon.com,Standard Orders,Amazon,BUFFALO,NY,14214,MarketplaceFacilitator,12.99,1.14,0,0,0,0,0,0,0,0,-1.14,-1.95,-5.77,0,0,5.27
"Feb 1, 2025 1:17:14 AM PST",22840809351,Order,113-4950585-8153050,T-tie-red01,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts,",1,amazon.com,Standard Orders,Amazon,PAYSON,UT,84651,MarketplaceFacilitator,6.99,0.52,0,0,0,0,0,0,0,0,-0.52,-1.05,-2.47,0,0,3.47
"Feb 1, 2025 1:49:00 AM PST",22840809351,Order,111-4760507-5694645,hook01-white,"KEOAMG Over The Door Hooks, Over The Door Towel Rack for Bathroom, Sturdy Over The Door Hanger, Door Hanger Hook, Door Hooks for Hanging Clothes, Coat",1,amazon.com,Standard Orders,Amazon,JERSEY CITY,NJ,7302,MarketplaceFacilitator,16.99,1.07,0,0,0,0,0,0,-0.85,0,-1.07,-2.42,-5.77,0,0,7.95
"Feb 1, 2025 2:03:41 AM PST",22840809351,Adjustment,,hook01-white,FBA Inventory Reimbursement - Damaged:Warehouse,1,,Standard Orders,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95,7.95
"Feb 1, 2025 2:04:59 AM PST",22840809351,Order,114-3995711-9449810,T-tie-red01,"KEOAMG Tie Rack Hanger for Closet, Upgraded Tie Hangers for Men with 18 Folding Hooks, Space Saving Tie Holder Neck Tie Organizer for Men Ties, Belts,",1,amazon.com,Standard Orders,Amazon,MOUNT VERNON,OH,43050,MarketplaceFacilitator,6.99,0.51,0,0,0,0,0,0,0,0,-0.51,-1.05,-2.47,0,0,3.47
